Event	ID	Name			Wwise Object Path	Notes
	303628970	Play_SFX_spell_charging			\Default Work Unit\Play_SFX_spell_charging	
	363031598	Play_SFX_GameOver			\Default Work Unit\Play_SFX_GameOver	
	1039124969	Play_light_fire			\Default Work Unit\Play_light_fire	
	1117141914	Play_SFX_UI_back			\Default Work Unit\Play_SFX_UI_back	
	1139882387	Play_Combat_Playlist			\Default Work Unit\Play_Combat_Playlist	
	1188897697	Play_SFX_PlayerGetsHit			\Default Work Unit\Play_SFX_PlayerGetsHit	
	1807493041	Play_Dragon_Growl			\Default Work Unit\Play_Dragon_Growl	
	2484137795	Play_SFX_UI_Select			\Default Work Unit\Play_SFX_UI_Select	
	2545938451	Play_Footsteps_random			\Default Work Unit\Play_Footsteps_random	
	2808440905	Play_SFX_UI_browse			\Default Work Unit\Play_SFX_UI_browse	
	3118224692	Play_Menu_Music_Playlist			\Default Work Unit\Play_Menu_Music_Playlist	
	3158438924	Play_Explore_Playlist			\Default Work Unit\Play_Explore_Playlist	
	3300599549	Play_SFX_spell_cast_randomContainer			\Default Work Unit\Play_SFX_spell_cast_randomContainer	

Effect plug-ins	ID	Name	Type				Notes
	476013138	dragon_grown_2	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\dragon_grown_2_02B24A68.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dragon_Growl\dragon_grown_2		558460
	514870237	184 Strings STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Explore\184 Strings STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Explore Playlist\Explore\184 Strings STEM		7275888
	560081505	footstep_1	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\footsteps\footstep_1_59C9B22C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps_random\footsteps\footstep_1		524384
	599553398	footstep_3	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\footsteps\footstep_3_59C9B22C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps_random\footsteps\footstep_3		524384
	636407208	190 Menu Music STEM 152 bpm	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\190 Menu Music STEM 152 bpm_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Menu Music Playlist\Menu Music\190 Menu Music STEM 152 bpm		4850624
	666072819	184 MOOG LEAD 2 STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Combat\184 MOOG LEAD 2 STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Main\184 MOOG LEAD 2 STEM		7275888
	708754026	SFX_PlayerGetsHit	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\SFX_PlayerGetsHit_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_PlayerGetsHit		242336
	712757521	Light_fire	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\light_fire_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Light_fire		714208
	730421286	Fire Ball Spell_1	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Fire Ball Spell_1_37FEBF96.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_spell_cast\Fire Ball Spell_1		182384
	741307772	189 MOOG LEAD STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Explore\189 MOOG LEAD STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Explore Playlist\Explore\189 MOOG LEAD STEM		7275888
	775112491	dragon_grown_1	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\dragon_grown_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dragon_Growl\dragon_grown_1		430784
	790201985	186 Choir STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Explore\186 Choir STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Explore Playlist\Explore\186 Choir STEM		7275888
	836741324	SFX_UI_Select	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\SFX_UI_Select_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX_UI_Select		130532
	849014329	182 Strings STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Combat\182 Strings STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Main\182 Strings STEM		7275888
	885257404	183 Pad STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Combat\183 Pad STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Main\183 Pad STEM		7275888
	886936071	179 Drums Tension STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Combat\179 Drums Tension STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Variation\179 Drums Tension STEM		7275888
	891899391	178 Brass STEM	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\Combat\178 Brass STEM_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Combat Playlist\Combat Main\178 Brass STEM		7275888
	1018981790	footstep_2	E:\UnityProjects\TrialsOfFireRepo\TrialsOfFire\TrialsOfFire_WwiseProject\.cache\Windows\SFX\footsteps\footstep_2_59C9B22C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps_random\footsteps\footstep_2		524384

